disease_name,disease_kana,icd10_code
赤芽球減少症,セキガキュウゲンショウショウ,D609
赤芽球増殖性プロトポルフィリン症,セキガキュウゾウショクセイプロトポルフィリンショウ,E800
赤芽球ろう,セキガキュウロウ,D610
脊索腫,セキサクシュ,C809
咳失神,セキシッシン,R05
赤色湿疹,セキショクシッシン,L309
脊髄圧迫症,セキズイアッパクショウ,G952
脊髄異形成,セキズイイケイセイ,Q061
脊髄萎縮,セキズイイシュク,G958
脊髄炎,セキズイエン,G049
脊髄炎後遺症,セキズイエンコウイショウ,G09
脊髄円錐症候群,セキズイエンスイショウコウグン,G958
脊髄横断障害,セキズイオウダンショウガイ,G838
脊髄横断損傷,セキズイオウダンソンショウ,T093
脊髄横断不全麻痺,セキズイオウダンフゼンマヒ,G838
脊髄海綿状血管腫,セキズイカイメンジョウケッカンシュ,Q281
脊髄過敏症,セキズイカビンショウ,G959
脊髄奇形,セキズイキケイ,Q069
脊髄空洞症,セキズイクウドウショウ,G950
脊髄くも膜下血腫,セキズイクモマクカケッシュ,T060
脊髄くも膜下出血,セキズイクモマクカシュッケツ,G968
脊髄くも膜のう胞,セキズイクモマクノウホウ,G961
脊髄くも膜癒着症,セキズイクモマクユチャクショウ,G961
脊髄形成不全,セキズイケイセイフゼン,Q061
脊髄係留症候群,セキズイケイリュウショウコウグン,G958
脊髄結核,セキズイケッカク,A178
脊髄結核腫,セキズイケッカクシュ,A178
脊髄血管芽腫,セキズイケッカンガシュ,D434
脊髄血管腫,セキズイケッカンシュ,D180
脊髄血腫,セキズイケッシュ,T093
脊髄梗塞,セキズイコウソク,G951
脊髄硬膜下出血,セキズイコウマクカシュッケツ,G951
脊髄硬膜外血腫,セキズイコウマクガイケッシュ,T093
脊髄硬膜外出血,セキズイコウマクガイシュッケツ,G951
脊髄硬膜外神経鞘腫,セキズイコウマクガイシンケイショウシュ,D334
脊髄硬膜外髄膜腫,セキズイコウマクガイズイマクシュ,D321
脊髄硬膜外膿瘍,セキズイコウマクガイノウヨウ,G061
脊髄硬膜動静脈瘻,セキズイコウマクドウジョウミャクロウ,Q273
脊髄硬膜内髄外血管芽腫,セキズイコウマクナイズイガイケッカンガシュ,D434
脊髄硬膜内髄外神経鞘腫,セキズイコウマクナイズイガイシンケイショウシュ,D334
脊髄硬膜内髄外髄膜腫,セキズイコウマクナイズイガイズイマクシュ,D321
脊髄挫傷,セキズイザショウ,T093
脊髄疾患,セキズイシッカン,G959
脊髄脂肪腫,セキズイシボウシュ,Q760
脊髄脂肪髄膜瘤,セキズイシボウズイマクリュウ,Q760
脊髄終糸症候群,セキズイシュウシショウコウグン,G958
脊髄出血,セキズイシュッケツ,G951
脊髄腫瘍,セキズイシュヨウ,D434
脊髄症,セキズイショウ,G959
脊髄小脳失調症３１型,セキズイショウノウシッチョウショウ３１ガタ,G112
脊髄小脳失調症６型,セキズイショウノウシッチョウショウ６ガタ,G112
脊髄小脳変性症,セキズイショウノウヘンセイショウ,G319
脊髄神経膠腫,セキズイシンケイコウシュ,C720
脊髄神経根症,セキズイシンケイコンショウ,M5419
脊髄神経根損傷,セキズイシンケイコンソンショウ,T094
脊髄神経鞘腫,セキズイシンケイショウシュ,D334
脊髄神経叢損傷後遺症,セキズイシンケイソウソンショウコウイショウ,T913
脊髄振盪,セキズイシントウ,T093
脊髄上衣腫,セキズイジョウイシュ,C720
脊髄髄内腫瘍,セキズイズイナイシュヨウ,D434
脊髄髄内動静脈奇形,セキズイズイナイドウジョウミャクキケイ,Q273
脊髄髄膜炎,セキズイズイマクエン,G049
脊髄髄膜腫,セキズイズイマクシュ,D321
脊髄髄膜腫瘍,セキズイズイマクシュヨウ,D421
脊髄髄膜瘤,セキズイズイマクリュウ,Q059
脊髄性運動失調,セキズイセイウンドウシッチョウ,G111
脊髄性間欠性跛行,セキズイセイカンケツセイハコウ,G951
脊髄性筋萎縮症,セキズイセイキンイシュクショウ,G122
脊髄性筋萎縮症Ｉ型,セキズイセイキンイシュクショウ１ガタ,G120
脊髄性筋萎縮症ＩＩ型,セキズイセイキンイシュクショウ２ガタ,G121
脊髄性筋萎縮症ＩＩＩ型,セキズイセイキンイシュクショウ３ガタ,G121
脊髄性筋萎縮症ＩＶ型,セキズイセイキンイシュクショウ４ガタ,G121
脊髄性黒内障,セキズイセイコクナイショウ,H540
脊髄星細胞腫,セキズイセイサイボウシュ,C720
脊髄性小児麻痺,セキズイセイショウニマヒ,A803
脊髄性ショック,セキズイセイショック,T093
脊髄性髄膜癒着,セキズイセイズイマクユチャク,G961
脊髄性片側感覚消失,セキズイセイヘンソクカンカクショウシツ,R200
脊髄性片麻痺,セキズイセイヘンマヒ,G838
脊髄性膀胱機能障害,セキズイセイボウコウキノウショウガイ,G958
脊髄損傷,セキズイソンショウ,T093
脊髄損傷後遺症,セキズイソンショウコウイショウ,T913
脊髄多発性硬化症,セキズイタハツセイコウカショウ,G35
脊髄多発性神経鞘腫,セキズイタハツセイシンケイショウシュ,D334
脊髄多発性髄膜腫,セキズイタハツセイズイマクシュ,D321
脊髄中心管周囲症候群,セキズイチュウシンカンシュウイショウコウグン,G959
脊髄中心症候群,セキズイチュウシンショウコウグン,G825
脊髄痛,セキズイツウ,G959
脊髄動静脈奇形,セキズイドウジョウミャクキケイ,Q273
脊髄動静脈瘻,セキズイドウジョウミャクロウ,I770
脊髄動脈症候群,セキズイドウミャクショウコウグン,G951
脊髄軟化症,セキズイナンカショウ,G958
脊髄膿瘍,セキズイノウヨウ,G061
脊髄播種,セキズイハシュ,C794
脊髄披裂,セキズイヒレツ,Q062
脊髄浮腫,セキズイフシュ,G951
脊髄不全損傷,セキズイフゼンソンショウ,T093
脊髄不全麻痺,セキズイフゼンマヒ,G838
脊髄辺縁部動静脈瘻,セキズイヘンエンブドウジョウミャクロウ,Q273
脊髄膜炎,セキズイマクエン,G039
脊髄膜結核,セキズイマクケッカク,A170
脊髄膜良性腫瘍,セキズイマクリョウセイシュヨウ,D321
脊髄麻痺,セキズイマヒ,G838
脊髄離開,セキズイリカイ,Q062
脊髄瘤,セキズイリュウ,Q059
脊髄ろう,セキズイロウ,A521
脊髄ろう性関節炎,セキズイロウセイカンセツエン,A521
咳喘息,セキゼンソク,J459
脊柱管狭窄症,セキチュウカンキョウサクショウ,M4809
脊柱管内奇形腫,セキチュウカンナイキケイシュ,D434
脊柱管内出血,セキチュウカンナイシュッケツ,G951
脊柱管内腫瘍,セキチュウカンナイシュヨウ,D434
脊柱後側弯症,セキチュウコウソクワンショウ,M4199
脊柱後弯,セキチュウコウワン,M4029
脊柱障害,セキチュウショウガイ,M5399
脊柱前側弯症,セキチュウゼンソクワンショウ,M4199
脊柱前弯,セキチュウゼンワン,M4059
脊柱側弯症,セキチュウソクワンショウ,M4199
脊柱弯曲症,セキチュウワンキョクショウ,M4399
赤沈促進,セキチンソクシン,R700
脊椎悪性腫瘍,セキツイアクセイシュヨウ,C412
脊椎圧迫骨折,セキツイアッパクコッセツ,T08-0
脊椎異形成型エーラス・ダンロス症候群,セキツイイケイセイガタエーラス・ダンロスショウコウグン,Q796
脊椎萎縮,セキツイイシュク,M4889
脊椎異常,セキツイイジョウ,Q764
脊椎壊疽,セキツイエソ,R02
脊椎炎,セキツイエン,M4699
脊椎オリゴ転移,セキツイオリゴテンイ,C795
脊椎開放骨折,セキツイカイホウコッセツ,T08-1
脊椎過敏症,セキツイカビンショウ,M4889
脊椎カリエス後遺症,セキツイカリエスコウイショウ,B902
脊椎関節炎,セキツイカンセツエン,M4690
脊椎関節強直,セキツイカンセツキョウチョク,M4329
脊椎関節症,セキツイカンセツショウ,M4799
脊椎関節痛,セキツイカンセツツウ,M5489
脊椎管内肉芽腫,セキツイカンナイニクゲシュ,G061
脊椎奇形,セキツイキケイ,Q764
脊椎形成異常,セキツイケイセイイジョウ,Q764
脊椎結核,セキツイケッカク,A180
脊椎血管腫,セキツイケッカンシュ,D180
脊椎硬直症,セキツイコウチョクショウ,M5389
脊椎後方開放骨折,セキツイコウホウカイホウコッセツ,T08-1
脊椎後方骨折,セキツイコウホウコッセツ,T08-0
脊椎後方すべり症,セキツイコウホウスベリショウ,M4319
脊椎骨幹端異形成症,セキツイコッカンタンイケイセイショウ,Q778
脊椎骨折,セキツイコッセツ,T08-0
脊椎骨折後遺症,セキツイコッセツコウイショウ,T911
脊椎骨端骨異形成症,セキツイコッタンコツイケイセイショウ,Q777
脊椎骨髄炎,セキツイコツズイエン,M4629
脊椎骨粗鬆症,セキツイコツソショウショウ,M8168
脊椎骨粗鬆症・病的骨折あり,セキツイコツソショウショウ・ビョウテキコッセツアリ,M8098
脊椎骨軟化症,セキツイコツナンカショウ,M8398
脊椎骨軟骨症,セキツイコツナンコツショウ,M4299
脊椎固定スクリューの脱転,セキツイコテイスクリューノダッテン,T842
脊椎固定スクリューの突出,セキツイコテイスクリューノトッシュツ,T842
脊椎固定スクリューの破損,セキツイコテイスクリューノハソン,T842
脊椎固定スクリューのゆるみ,セキツイコテイスクリューノユルミ,T842
脊椎疾患,セキツイシッカン,M4899
脊椎周囲炎,セキツイシュウイエン,M4699
脊椎腫瘍,セキツイシュヨウ,D480
脊椎症,セキツイショウ,M4799
脊椎障害,セキツイショウガイ,M4899
脊椎症性ミエロパチー,セキツイショウセイミエロパチー,M4719
脊椎すべり症,セキツイスベリショウ,M4319
脊椎穿刺からの脳脊髄液漏,セキツイセンシカラノノウセキズイエキロウ,G970
脊椎損傷,セキツイソンショウ,T099
脊椎多発脆弱性骨折,セキツイタハツゼイジャクセイコッセツ,M8448
脊椎脱臼,セキツイダッキュウ,T092
脊椎打撲傷,セキツイダボクショウ,T090
脊椎痛,セキツイツウ,M5499
脊椎転移,セキツイテンイ,C795
脊椎捻挫,セキツイネンザ,T092
脊椎披裂症,セキツイヒレツショウ,Q059
脊椎疲労骨折,セキツイヒロウコッセツ,M4849
脊椎病的骨折,セキツイビョウテキコッセツ,M8448
脊椎不安定症,セキツイフアンテイショウ,M5329
脊椎分離症,セキツイブンリショウ,M4309
脊椎分離すべり症,セキツイブンリスベリショウ,M4319
脊椎変性すべり症,セキツイヘンセイスベリショウ,M4319
脊椎麻酔後頭痛,セキツイマスイゴズツウ,T885
脊椎良性腫瘍,セキツイリョウセイシュヨウ,D166
赤道ぶどう腫,セキドウブドウシュ,H158
赤白血病,セキハッケツビョウ,C940
石粉症,セキフンショウ,J628
石綿関連びまん性胸膜肥厚,セキメンカンレンビマンセイキョウマクヒコウ,J920
赤面恐怖症,セキメンキョウフショウ,F401
石綿性胸膜斑,セキメンセイキョウマクハン,J920
石綿肺,セキメンハイ,J61
石油エーテル中毒,セキユエーテルチュウドク,T520
石油スピリット中毒,セキユスピリットチュウドク,T520
石油製品の毒作用,セキユセイヒンノドクサヨウ,T520
赤痢,セキリ,A039
赤痢後関節障害,セキリゴカンセツショウガイ,M0219
セクショナルアーチ脱離,セクショナルアーチダツリ,T888
セクショナルアーチ破損,セクショナルアーチハソン,T888
セクショナルアーチ不適合,セクショナルアーチフテキゴウ,T888
セコイア症,セコイアショウ,J678
セザリー症候群,セザリーショウコウグン,C841
セスタン−シュネ症候群,セスタン−シュネショウコウグン,I630
石灰化腱膜線維腫,セッカイカケンマクセンイシュ,D219
石灰化上皮腫,セッカイカジョウヒシュ,D239
石灰化胆のう,セッカイカタンノウ,K828
石灰性腱炎,セッカイセイケンエン,M6529
石灰沈着症,セッカイチンチャクショウ,E835
石灰沈着性頚長筋腱炎,セッカイチンチャクセイケイチョウキンケンエン,M6528
石灰沈着性大動脈狭窄症,セッカイチンチャクセイダイドウミャクキョウサクショウ,I7000
赤血球酵素欠乏性貧血,セッケッキュウコウソケツボウセイヒンケツ,D559
赤血球増加症,セッケッキュウゾウカショウ,D751
赤血球増加症による新生児黄疸,セッケッキュウゾウカショウニヨルシンセイジオウダン,P583
赤血球造血刺激因子製剤低反応性貧血,セッケッキュウゾウケツシゲキインシセイザイテイハンノウセイヒンケツ,N185
赤血球大小不同症,セッケッキュウダイショウフドウショウ,R71
赤血球破砕症候群,セッケッキュウハサイショウコウグン,D594
切痕性鼻,セッコンセイハナ,Q302
切歯口蓋側溝,セッシコウガイソクコウ,K002
窃視症,セッシショウ,F653
切歯破折,セッシハセツ,S025
摂食嚥下機能障害,セッショクエンゲキノウショウガイ,R198
接触眼瞼皮膚炎,セッショクガンケンヒフエン,H011
摂食機能障害,セッショクキノウショウガイ,R198
摂食障害,セッショクショウガイ,F509
接触じんま疹,セッショクジンマシン,L506
接触性愛,セッショクセイアイ,F658
接触性眼瞼結膜炎,セッショクセイガンケンケツマクエン,H105
接触性口唇炎,セッショクセイコウシンエン,K130
接触性口内炎,セッショクセイコウナイエン,K121
接触皮膚炎,セッショクヒフエン,L259
切創,セッソウ,T141
節足動物毒,セッソクドウブツドク,T634
切端咬合,セッタンコウゴウ,K072
接着冠過高,セッチャクカンカコウ,T888
接着冠粗造,セッチャクカンソゾウ,T888
接着冠脱離,セッチャクカンダツリ,T888
接着冠低位,セッチャクカンテイイ,T888
接着冠破損,セッチャクカンハソン,T888
接着冠不適合,セッチャクカンフテキゴウ,T888
接着剤アレルギー性接触皮膚炎,セッチャクザイアレルギーセイセッショクヒフエン,L231
切迫子宮破裂,セッパクシキュウハレツ,O624
切迫性尿失禁,セッパクセイニョウシッキン,N394
切迫早産,セッパクソウザン,O600
切迫脳卒中,セッパクノウソッチュウ,G458
切迫流産,セッパクリュウザン,O200
せつ,セツ,L029
節外性ＮＫ／Ｔ細胞リンパ腫・鼻型,セツガイセイＮＫ／Ｔサイボウリンパシュ・ハナガタ,C860
雪眼炎,セツガンエン,H161
接合菌腫,セツゴウキンシュ,B470
接合菌症,セツゴウキンショウ,B469
接合部型先天性表皮水疱症,セツゴウブガタセンテンセイヒョウヒスイホウショウ,Q818
接合部調律,セツゴウブチョウリツ,I492
せつ腫症,セツシュショウ,L029
節性辺縁帯リンパ腫,セツセイヘンエンタイリンパシュ,C830
切断,セツダン,T141
切断端萎縮,セツダンタンイシュク,T876
切断端壊死,セツダンタンエシ,T875
切断端感染症,セツダンタンカンセンショウ,T874
切断端血腫,セツダンタンケッシュ,T876
切断端拘縮,セツダンタンコウシュク,T876
切断端浮腫,セツダンタンフシュ,T876
セピアプテリン還元酵素欠損症,セピアプテリンカンゲンコウソケッソンショウ,E708
セメントアレルギー性接触皮膚炎,セメントアレルギーセイセッショクヒフエン,L235
セメント刺激性接触皮膚炎,セメントシゲキセイセッショクヒフエン,L245
セメント質う蝕,セメントシツウショク,K022
セメント質形成不全,セメントシツケイセイフゼン,K004
セメント質骨性異形成症,セメントシツコツセイイケイセイショウ,K108
セメント質増殖症,セメントシツゾウショクショウ,K034
セメント質無形成,セメントシツムケイセイ,K004
セラチア菌肺炎,セラチアキンハイエン,J156
セラチア属感染,セラチアゾクカンセン,A498
セラミックブラケット脱離,セラミックブラケットダツリ,T888
セラミックブラケット破損,セラミックブラケットハソン,T888
セラミックブラケット不適合,セラミックブラケットフテキゴウ,T888
セリアック病,セリアックビョウ,K900
セルトリ・ライディッヒ細胞腫,セルトリ・ライディッヒサイボウシュ,D391
セレウス菌菌血症,セレウスキンキンケツショウ,A498
セレウス菌食中毒,セレウスキンショクチュウドク,A054
セレウス菌敗血症,セレウスキンハイケツショウ,A418
セレン欠乏症,セレンケツボウショウ,E618
セロトニン症候群,セロトニンショウコウグン,T887
線維胃石,センイイセキ,T182
線維乾酪性心膜炎,センイカンラクセイシンマクエン,A188
線維芽細胞性障害,センイガサイボウセイショウガイ,M7299
線維芽細胞性髄膜腫,センイガサイボウセイズイマクシュ,D320
線維胸,センイキョウ,J941
線維筋痛症,センイキンツウショウ,M7979
線維形成性小円形細胞腫瘍,センイケイセイセイショウエンケイサイボウシュヨウ,C499
線維脂肪肉腫,センイシボウニクシュ,C499
線維腫,センイシュ,D219
線維性エプーリス,センイセイエプーリス,K068
線維性甲状腺腫,センイセイコウジョウセンシュ,E065
線維性骨異形成症,センイセイコツイケイセイショウ,M8509
線維性骨炎,センイセイコツエン,M8569
線維性骨皮質欠損,センイセイコツヒシツケッソン,M8509
線維性心膜炎,センイセイシンマクエン,I308
線維腺腫,センイセンシュ,D24
線維束性攣縮,センイソクセイレンシュク,R253
線維素性唾液管炎,センイソセイダエキカンエン,K112
線維素溶解性紫斑病,センイソヨウカイセイシハンビョウ,D65
線維肉腫,センイニクシュ,C499
線維のう胞性腎,センイノウホウセイジン,Q618
遷延性意識障害,センエンセイイシキショウガイ,R402
遷延性肝炎,センエンセイカンエン,K739
遷延性咳嗽,センエンセイガイソウ,R05
遷延性月経,センエンセイゲッケイ,N915
遷延性虹彩炎,センエンセイコウサイエン,H208
遷延性昏睡,センエンセイコンスイ,R402
遷延性昏睡を伴う開放性頭蓋内損傷,センエンセイコンスイヲトモナウカイホウセイトウガイナイソンショウ,S0671
遷延性昏睡を伴う頭蓋内損傷,センエンセイコンスイヲトモナウトウガイナイソンショウ,S067
遷延性昏睡を伴う閉鎖性頭蓋内損傷,センエンセイコンスイヲトモナウヘイサセイトウガイナイソンショウ,S0670
遷延性心内膜炎,センエンセイシンナイマクエン,I330
遷延性前兆で脳梗塞を伴わない片頭痛,センエンセイゼンチョウデノウコウソクヲトモナワナイヘンズツウ,G431
遷延性副甲状腺機能亢進症,センエンセイフクコウジョウセンキノウコウシンショウ,N258
遷延性無呼吸,センエンセイムコキュウ,T885
遷延性抑うつ反応,センエンセイヨクウツハンノウ,F432
遷延梅毒,センエンバイドク,A539
遷延分娩,センエンブンベン,O639
腺窩性アンギナ,センカセイアンギナ,J039
潜函病性骨壊死,センカンビョウセイコツエシ,T703
閃輝暗点,センキアンテン,H531
閃輝性融解,センキセイユウカイ,H438
尖圭コンジローマ,センケイコンジローマ,A630
尖圭コンジローマ合併妊娠,センケイコンジローマガッペイニンシン,O983
穿孔性胃潰瘍,センコウセイイカイヨウ,K255
穿孔性角膜潰瘍,センコウセイカクマクカイヨウ,H160
穿孔性角膜軟化,センコウセイカクマクナンカ,H184
穿孔性環状肉芽腫,センコウセイカンジョウニクゲシュ,L920
穿孔性十二指腸潰瘍,センコウセイジュウニシチョウカイヨウ,K265
穿孔性中耳炎,センコウセイチュウジエン,H669
穿孔性腹腔内膿瘍,センコウセイフククウナイノウヨウ,K650
穿孔性腹膜炎,センコウセイフクマクエン,K650
穿孔性吻合部潰瘍,センコウセイフンゴウブカイヨウ,K285
閃光白内障,センコウハクナイショウ,H268
仙骨悪性腫瘍,センコツアクセイシュヨウ,C414
仙骨開放骨折,センコツカイホウコッセツ,S3211
仙骨狭窄症,センコツキョウサクショウ,M4808
仙骨巨細胞腫,センコツキョサイボウシュ,D480
仙骨亀裂骨折,センコツキレツコッセツ,S3210
仙骨骨折,センコツコッセツ,S3210
仙骨骨挫傷,センコツコツザショウ,S398
仙骨骨髄炎,センコツコツズイエン,M4628
仙骨骨肉腫,センコツコツニクシュ,C414
仙骨腫瘍,センコツシュヨウ,D480
仙骨脆弱性骨折,センコツゼイジャクセイコッセツ,M8445
仙骨痛,センコツツウ,M5338
仙骨軟骨肉腫,センコツナンコツニクシュ,C414
仙骨尾骨異常,センコツビコツイジョウ,Q764
仙骨部悪性黒色腫,センコツブアクセイコクショクシュ,C435
仙骨部奇形,センコツブキケイ,Q764
仙骨部基底細胞癌,センコツブキテイサイボウガン,C445
仙骨部挫傷,センコツブザショウ,S300
仙骨部挫創,センコツブザソウ,S318
仙骨部褥瘡,センコツブジョクソウ,L899
仙骨部脊索腫,センコツブセキサクシュ,C414
仙骨部脊椎破裂,センコツブセキツイハレツ,Q058
仙骨部打撲傷,センコツブダボクショウ,S300
仙骨部デブリードマン後皮膚欠損創,センコツブデブリードマンゴヒフケッソンソウ,T818
仙骨部膿瘍,センコツブノウヨウ,M4628
仙骨部皮膚癌,センコツブヒフガン,C445
仙骨部皮膚欠損創,センコツブヒフケッソンソウ,S310
仙骨部ボーエン病,センコツブボーエンビョウ,D045
仙骨部有棘細胞癌,センコツブユウキョクサイボウガン,C445
仙骨ユーイング肉腫,センコツユーイングニクシュ,C414
仙骨良性腫瘍,センコツリョウセイシュヨウ,D168
洗剤刺激性接触皮膚炎,センザイシゲキセイセッショクヒフエン,L240
潜在性黄疸,センザイセイオウダン,R17
潜在性黄斑ジストロフィー,センザイセイオウハンジストロフィー,H355
潜在性結核感染症,センザイセイケッカクカンセンショウ,A169
潜在性高プロラクチン血症,センザイセイコウプロラクチンケッショウ,E221
潜在性脊椎披裂,センザイセイセキツイヒレツ,Q760
潜在性統合失調症,センザイセイトウゴウシッチョウショウ,F21
潜在性糖尿病,センザイセイトウニョウビョウ,R730
潜在胎児機能不全,センザイタイジキノウフゼン,O368
洗剤中毒,センザイチュウドク,T55
浅指屈筋腱断裂,センシクッキンケンダンレツ,S561
浅指屈筋腱断裂・手関節部,センシクッキンケンダンレツ・シュカンセツブ,S661
浅指屈筋腱断裂・手部,センシクッキンケンダンレツ・シュブ,S661
浅指屈筋腱断裂・前腕部,センシクッキンケンダンレツ・ゼンワンブ,S561
穿刺部痛,センシブツウ,R529
腺腫性ポリープ,センシュセイポリープ,D369
腺腫様甲状腺腫,センシュヨウコウジョウセンシュ,E049
浅掌動静脈損傷,センショウドウジョウミャクソンショウ,S652
染色体異常,センショクタイイジョウ,Q999
染色体異常の分娩前スクリーニング,センショクタイイジョウノブンベンゼンスクリーニング,Z360
染色体欠失症候群,センショクタイケッシツショウコウグン,Q939
染色体部分失欠,センショクタイブブンシッケツ,Q935
浅深指屈筋腱断裂,センシンシクッキンケンダンレツ,S561
浅深指屈筋腱断裂・手関節部,センシンシクッキンケンダンレツ・シュカンセツブ,S661
浅深指屈筋腱断裂・手部,センシンシクッキンケンダンレツ・シュブ,S661
浅深指屈筋腱断裂・前腕部,センシンシクッキンケンダンレツ・ゼンワンブ,S561
尖耳,センジ,Q173
線状ＩｇＡ水疱性皮膚症,センジョウＩｇＡスイホウセイヒフショウ,L138
線状ＩｇＡ病,センジョウＩｇＡビョウ,D802
線状角膜炎,センジョウカクマクエン,H161
線状強皮症,センジョウキョウヒショウ,L941
線状魚鱗癬,センジョウギョリンセン,Q809
線状骨折,センジョウコッセツ,T1420
栓状歯,センジョウシ,K002
線条体黒質変性症,センジョウタイコクシツヘンセイショウ,G232
線条体障害,センジョウタイショウガイ,G258
線状苔癬,センジョウタイセン,L442
線状皮膚萎縮症,センジョウヒフイシュクショウ,L906
線状網膜炎,センジョウモウマクエン,H309
線状卵巣,センジョウランソウ,Q503
潜水夫麻痺,センスイフマヒ,T703
潜性（劣性）遺伝性感覚性ニューロパチー,センセイ（レッセイ）イデンセイカンカクセイニューロパチー,G608
潜性（劣性）栄養障害型先天性表皮水疱症,センセイ（レッセイ）エイヨウショウガイガタセンテンセイヒョウヒスイホウショウ,Q812
腺性口唇炎,センセイコウシンエン,K130
腺性歯原性のう胞,センセイシゲンセイノウホウ,K090
尖足,センソク,Q668
選択性かん黙,センタクセイカンモク,F940
選択的帝王切開,センタクテキテイオウセッカイ,O820
選択的乳汁分泌抑制,センタクテキニュウジュウブンピヨクセイ,O925
先端異骨症,センタンイコツショウ,Q754
先端巨大症,センタンキョダイショウ,E220
先端失認症,センタンシツニンショウ,R200
先端神経症,センタンシンケイショウ,F402
先端知覚脱失,センタンチカクダッシツ,R200
先端知覚麻痺,センタンチカクマヒ,R200
浅大腿動脈損傷,センダイタイドウミャクソンショウ,S750
線虫症,センチュウショウ,B820
仙腸関節亜脱臼,センチョウカンセツアダッキュウ,S332
仙腸関節炎,センチョウカンセツエン,M4618
仙腸関節奇形,センチョウカンセツキケイ,Q742
仙腸関節弛緩,センチョウカンセツシカン,M5328
仙腸関節症,センチョウカンセツショウ,M1995
仙腸関節ストレイン,センチョウカンセツストレイン,S336
仙腸関節脱臼,センチョウカンセツダッキュウ,S332
仙腸関節痛,センチョウカンセツツウ,M2555
仙腸関節捻挫,センチョウカンセツネンザ,S336
仙腸部関節癒合,センチョウブカンセツユゴウ,Q742
仙椎神経根損傷,センツイシンケイコンソンショウ,S342
仙痛,センツウ,R104
穿通枝梗塞,センツウシコウソク,I635
穿通性胃潰瘍,センツウセイイカイヨウ,K255
穿通性心臓外傷,センツウセイシンゾウガイショウ,S2681
穿通性十二指腸潰瘍,センツウセイジュウニシチョウカイヨウ,K265
穿通性頭部外傷,センツウセイトウブガイショウ,S0691
穿通創,センツウソウ,T141
穿通胎盤,センツウタイバン,O720
穿通胎盤・出血を伴わない,センツウタイバン・シュッケツヲトモナワナイ,O730
先天異常,センテンイジョウ,Q899
先天異常症候群,センテンイジョウショウコウグン,Q897
先天鎌状網膜剥離,センテンカマジョウモウマクハクリ,H335
先天黒内障,センテンコクナイショウ,H355
先天歯,センテンシ,K006
先天性Ａ型肝炎,センテンセイＡガタカンエン,P353
先天性ＧＰＩ欠損症,センテンセイＧＰＩケッソンショウ,E748
先天性ＮＡＤＨ・メトヘモグロビン還元酵素欠損症,センテンセイＮＡＤＨ・メトヘモグロビンカンゲンコウソケッソンショウ,D740
先天性ＴＳＨ分泌低下症,センテンセイＴＳＨブンピテイカショウ,E230
先天性アカラシア,センテンセイアカラシア,Q395
先天性悪性貧血,センテンセイアクセイヒンケツ,D510
先天性アテトーシス,センテンセイアテトーシス,G803
先天性胃憩室,センテンセイイケイシツ,Q402
先天性異色症,センテンセイイショクショウ,Q132
先天性胃変形,センテンセイイヘンケイ,Q403
先天性陰茎奇形,センテンセイインケイキケイ,Q556
先天性ウイルス肝炎,センテンセイウイルスカンエン,P353
先天性ウイルス感染症,センテンセイウイルスカンセンショウ,P359
先天性エプーリス,センテンセイエプーリス,K068
先天性円錐水晶体,センテンセイエンスイスイショウタイ,Q128
先天性横隔膜ヘルニア,センテンセイオウカクマクヘルニア,Q790
先天性回腸狭窄症,センテンセイカイチョウキョウサクショウ,Q412c
先天性鉤爪趾,センテンセイカギツメシ,Q668
先天性角化異常症,センテンセイカクカイジョウショウ,Q828
先天性核上性球麻痺,センテンセイカクジョウセイキュウマヒ,G122
先天性角膜奇形,センテンセイカクマクキケイ,Q134
先天性角膜混濁,センテンセイカクマクコンダク,Q133
先天性下唇瘻,センテンセイカシンロウ,Q380
先天性下垂体機能低下症,センテンセイカスイタイキノウテイカショウ,E230
先天性肩脱臼,センテンセイカタダッキュウ,Q688
先天性下大静脈狭窄症,センテンセイカダイジョウミャクキョウサクショウ,Q260
先天性肝欠損,センテンセイカンケッソン,Q447
先天性肝硬変,センテンセイカンコウヘン,P788
先天性肝腫大,センテンセイカンシュダイ,Q447
先天性冠状動脈異常,センテンセイカンジョウドウミャクイジョウ,Q245
先天性冠状動脈瘤,センテンセイカンジョウドウミャクリュウ,Q245
先天性感染,センテンセイカンセン,P379
先天性肝線維症,センテンセイカンセンイショウ,Q447
先天性完全房室ブロック,センテンセイカンゼンボウシツブロック,Q246
先天性肝臓位置異常,センテンセイカンゾウイチイジョウ,Q447
先天性冠動脈瘻,センテンセイカンドウミャクロウ,Q245
先天性肝内胆管拡張症,センテンセイカンナイタンカンカクチョウショウ,Q444
先天性肝のう胞,センテンセイカンノウホウ,Q446
先天性間葉芽腎腫,センテンセイカンヨウガジンシュ,D410
先天性外陰奇形,センテンセイガイインキケイ,Q527
先天性外陰欠損,センテンセイガイインケッソン,Q527
先天性外陰のう胞,センテンセイガイインノウホウ,Q527
先天性外耳奇形,センテンセイガイジキケイ,Q179
先天性外耳道狭窄症,センテンセイガイジドウキョウサクショウ,Q161
先天性外耳道閉鎖症,センテンセイガイジドウヘイサショウ,Q161
先天性外転神経麻痺,センテンセイガイテンシンケイマヒ,H492
先天性外尿道口狭窄症,センテンセイガイニョウドウコウキョウサクショウ,Q643
先天性外反股,センテンセイガイハンコ,Q658
