disease_name,disease_kana,icd10_code
肘部第１度熱傷,チュウブダイ１ドネッショウ,T221
肘部第２度熱傷,チュウブダイ２ドネッショウ,T222
肘部第３度熱傷,チュウブダイ３ドネッショウ,T223
肘部軟部腫瘍,チュウブナンブシュヨウ,D481
肘部皮膚癌,チュウブヒフガン,C446
肘部皮膚欠損創,チュウブヒフケッソンソウ,S510
肘部皮膚良性腫瘍,チュウブヒフリョウセイシュヨウ,D236
肘部蜂巣炎,チュウブホウソウエン,L031
肘部ボーエン病,チュウブボーエンビョウ,D046
肘部有棘細胞癌,チュウブユウキョクサイボウガン,C446
肘部隆起性皮膚線維肉腫,チュウブリュウキセイヒフセンイニクシュ,D485
肘部類上皮肉腫,チュウブルイジョウヒニクシュ,C491
昼盲,チュウモウ,H531
中葉症候群,チュウヨウショウコウグン,J981
中葉小細胞肺癌,チュウヨウショウサイボウハイガン,C342
中葉肺癌,チュウヨウハイガン,C342
中葉肺腺癌,チュウヨウハイセンガン,C342
中葉肺大細胞癌,チュウヨウハイダイサイボウガン,C342
中葉肺扁平上皮癌,チュウヨウハイヘンペイジョウヒガン,C342
中葉非小細胞肺癌,チュウヨウヒショウサイボウハイガン,C342
中葉無気肺,チュウヨウムキハイ,J981
腸アトニー,チョウアトニー,K598
腸アニサキス症,チョウアニサキスショウ,B810
腸アメーバ症,チョウアメーバショウ,A060
腸萎縮,チョウイシュク,K638
腸移植拒絶反応,チョウイショクキョゼツハンノウ,T868
腸移植不全,チョウイショクフゼン,T868
腸うっ血,チョウウッケツ,K638
腸壊死,チョウエシ,K550
腸炎,チョウエン,A099
腸炎ビブリオ感染症,チョウエンビブリオカンセンショウ,A053
腸炎ビブリオ食中毒,チョウエンビブリオショクチュウドク,A053
腸音欠如,チョウオンケツジョ,R191
腸音亢進,チョウオンコウシン,R191
腸回転異常,チョウカイテンイジョウ,Q433a
腸潰瘍,チョウカイヨウ,K633
聴覚異常,チョウカクイジョウ,H932
聴覚過敏,チョウカクカビン,H932
聴覚失認,チョウカクシツニン,R481
聴覚障害,チョウカクショウガイ,H919
聴覚消失,チョウカクショウシツ,H919
聴覚性構音障害,チョウカクセイコウオンショウガイ,R471
聴覚性発作,チョウカクセイホッサ,G401
聴覚反射てんかん,チョウカクハンシャテンカン,G408
聴覚補充現象,チョウカクホジュウゲンショウ,H932
腸下垂,チョウカスイ,K634
腸カタル,チョウカタル,A090
腸管アメーバ肉芽腫,チョウカンアメーバニクゲシュ,A063
腸管運動障害,チョウカンウンドウショウガイ,K598
腸管カンジダ症,チョウカンカンジダショウ,B378
腸管外エルシニア症,チョウカンガイエルシニアショウ,A282
腸管気腫症,チョウカンキシュショウ,K638
腸管寄生虫症,チョウカンキセイチュウショウ,B829
腸管固定異常,チョウカンコテイイジョウ,Q433a
腸管出血性大腸菌感染症,チョウカンシュッケツセイダイチョウキンカンセンショウ,A043
腸管症関連Ｔ細胞リンパ腫,チョウカンショウカンレンＴサイボウリンパシュ,C862
腸管神経節細胞僅少症,チョウカンシンケイセツサイボウキンショウショウ,Q438
腸管重複症,チョウカンジュウフクショウ,Q434
腸管組織侵襲性大腸菌感染症,チョウカンソシキシンシュウセイダイチョウキンカンセンショウ,A042
腸管損傷,チョウカンソンショウ,S369
腸管損傷・腹腔に達する開放創合併あり,チョウカンソンショウ・フククウニタッスルカイホウソウガッペイアリ,S3691
腸管損傷・腹腔に達する開放創合併なし,チョウカンソンショウ・フククウニタッスルカイホウソウガッペイナシ,S3690
腸管毒素原性大腸菌感染症,チョウカンドクソゲンセイダイチョウキンカンセンショウ,A041
腸管破裂,チョウカンハレツ,S369
腸管破裂・腹腔に達する開放創合併あり,チョウカンハレツ・フククウニタッスルカイホウソウガッペイアリ,S3691
腸管破裂・腹腔に達する開放創合併なし,チョウカンハレツ・フククウニタッスルカイホウソウガッペイナシ,S3690
腸管ベーチェット病,チョウカンベーチェットビョウ,M352
腸間膜悪性腫瘍,チョウカンマクアクセイシュヨウ,C481
腸間膜血行不全,チョウカンマクケッコウフゼン,K551
腸間膜脂肪壊死,チョウカンマクシボウエシ,K658
腸間膜脂肪織炎,チョウカンマクシボウシキエン,K658
腸間膜脂肪腫,チョウカンマクシボウシュ,D177
腸間膜脂肪肉腫,チョウカンマクシボウニクシュ,C481
腸間膜腫瘍,チョウカンマクシュヨウ,D484
腸間膜腫瘤,チョウカンマクシュリュウ,R190
腸間膜消化管間質腫瘍,チョウカンマクショウカカンカンシツシュヨウ,C481
腸間膜神経叢損傷,チョウカンマクシンケイソウソンショウ,S345
腸間膜静脈血栓症,チョウカンマクジョウミャクケッセンショウ,K550
腸間膜静脈硬化症,チョウカンマクジョウミャクコウカショウ,K551
腸間膜静脈損傷,チョウカンマクジョウミャクソンショウ,S353
腸間膜動脈血栓症,チョウカンマクドウミャクケッセンショウ,K550
腸間膜動脈硬化症,チョウカンマクドウミャクコウカショウ,K551
腸間膜動脈塞栓症,チョウカンマクドウミャクソクセンショウ,K550
腸間膜動脈損傷,チョウカンマクドウミャクソンショウ,S352
腸間膜肉腫,チョウカンマクニクシュ,C481
腸間膜のう腫,チョウカンマクノウシュ,D201
腸間膜膿瘍,チョウカンマクノウヨウ,K650
腸間膜平滑筋肉腫,チョウカンマクヘイカツキンニクシュ,C481
腸間膜ヘルニア,チョウカンマクヘルニア,K458
腸間膜癒着,チョウカンマクユチャク,K660
腸間膜良性腫瘍,チョウカンマクリョウセイシュヨウ,D201
腸間膜リンパ節炎,チョウカンマクリンパセツエン,I880
腸間膜リンパ節結核,チョウカンマクリンパセツケッカク,A183
腸間膜リンパ節腫脹,チョウカンマクリンパセツシュチョウ,R590
腸間膜リンパ節陳旧性結核,チョウカンマクリンパセツチンキュウセイケッカク,B908
腸間膜リンパ節転移,チョウカンマクリンパセツテンイ,C772
腸管麻痺性便秘,チョウカンマヒセイベンピ,K590
腸管癒着,チョウカンユチャク,K660
長期持続性心房細動,チョウキジゾクセイシンボウサイドウ,I481
腸機能障害,チョウキノウショウガイ,K599
腸球菌感染症,チョウキュウキンカンセンショウ,A498
腸球菌菌血症,チョウキュウキンキンケツショウ,A498
腸球菌敗血症,チョウキュウキンハイケツショウ,A418
腸狭窄,チョウキョウサク,K566
超巨大児,チョウキョダイジ,P080
超巨大児分娩,チョウキョダイジブンベン,O335
蝶形紅斑,チョウケイコウハン,L538
蝶形骨悪性腫瘍,チョウケイコツアクセイシュヨウ,C410
蝶形骨縁悪性髄膜腫,チョウケイコツエンアクセイズイマクシュ,C700
蝶形骨開放骨折,チョウケイコツカイホウコッセツ,S0211
蝶形骨骨折,チョウケイコツコッセツ,S0210
蝶形骨腫瘍,チョウケイコツシュヨウ,D480
蝶形骨髄膜腫,チョウケイコツズイマクシュ,D320
蝶形骨洞悪性黒色腫,チョウケイコツドウアクセイコクショクシュ,C313
蝶形骨洞炎,チョウケイコツドウエン,J323
蝶形骨洞癌,チョウケイコツドウガン,C313
蝶形骨洞ポリープ,チョウケイコツドウポリープ,J338
蝶形骨平面髄膜腫,チョウケイコツヘイメンズイマクシュ,D320
蝶形骨稜髄膜腫,チョウケイコツリョウズイマクシュ,D320
蝶形骨良性腫瘍,チョウケイコツリョウセイシュヨウ,D164
腸憩室,チョウケイシツ,K579
腸憩室炎,チョウケイシツエン,K579
腸憩室穿孔,チョウケイシツセンコウ,K578
腸脛靱帯炎,チョウケイジンタイエン,M7685
腸脛靱帯症候群,チョウケイジンタイショウコウグン,M7635
蝶形網膜ジストロフィー,チョウケイモウマクジストロフィー,H355
腸結核,チョウケッカク,A183
腸結石,チョウケッセキ,K564
蝶口蓋動脈瘤,チョウコウガイドウミャクリュウ,I728
超高熱,チョウコウネツ,R509
腸コクシジウム症,チョウコクシジウムショウ,A073
腸骨悪性腫瘍,チョウコツアクセイシュヨウ,C414
腸骨開放骨折,チョウコツカイホウコッセツ,S3231
腸骨窩膿瘍,チョウコツカノウヨウ,K650
腸骨窩部痛,チョウコツカブツウ,R103
腸骨血管損傷,チョウコツケッカンソンショウ,S355
腸骨骨折,チョウコツコッセツ,S3230
腸骨骨挫傷,チョウコツコツザショウ,S398
腸骨骨髄炎,チョウコツコツズイエン,M8695
腸骨腫瘍,チョウコツシュヨウ,D480
腸骨静脈圧迫症候群,チョウコツジョウミャクアッパクショウコウグン,I828
腸骨動脈解離,チョウコツドウミャクカイリ,I723
腸骨動脈血栓症,チョウコツドウミャクケッセンショウ,I745
腸骨動脈塞栓症,チョウコツドウミャクソクセンショウ,I745
腸骨動脈閉塞症,チョウコツドウミャクヘイソクショウ,I745
腸骨動脈瘤,チョウコツドウミャクリュウ,I723
腸骨軟骨肉腫,チョウコツナンコツニクシュ,C414
腸骨剥離骨折,チョウコツハクリコッセツ,S3230
腸骨部挫傷,チョウコツブザショウ,S300
腸骨部打撲傷,チョウコツブダボクショウ,S300
腸骨部痛,チョウコツブツウ,R102
腸骨部膿瘍,チョウコツブノウヨウ,L022
腸骨ユーイング肉腫,チョウコツユーイングニクシュ,C414
腸骨稜棘,チョウコツリョウキョク,M7625
腸骨稜若年性骨軟骨症,チョウコツリョウジャクネンセイコツナンコツショウ,M9105
腸骨良性腫瘍,チョウコツリョウセイシュヨウ,D168
腸骨リンパ節転移,チョウコツリンパセツテンイ,C775
長鎖３−ヒドロキシアシルＣｏＡ脱水素酵素欠損症,チョウサ３−ヒドロキシアシルＣｏＡダッスイソコウソケッソンショウ,E713
長鎖アシルＣｏＡ脱水素酵素欠損症,チョウサアシルＣｏＡダッスイソコウソケッソンショウ,E713
腸疾患,チョウシッカン,K639
腸出血,チョウシュッケツ,K922
腸腫瘍,チョウシュヨウ,D377
長掌筋腱断裂,チョウショウキンケンダンレツ,S562
長掌筋腱断裂・手関節部,チョウショウキンケンダンレツ・シュカンセツブ,S668
長掌筋腱断裂・手部,チョウショウキンケンダンレツ・シュブ,S668
